# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu-clock:u'
# Event count (approx.): 14717171570
#
# Overhead|     Samples|Symbol                |Shared Object|IPC   [IPC Coverage]
 0.07%  | 1          |[.] 0x0000000060e44bee|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e44da4|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e452d0|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e46912|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e46f3c|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4729d|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4748c|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e477e0|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e47fe6|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e48443|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e48827|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4b4c7|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4c583|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4d000|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4d4be|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4d5ef|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e4de40|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e53ca3|game         |-      -
 0.07%  | 1          |[.] 0x0000000060e561ff|game         |-      -
 0.07%  | 1          |[.] 0x000000006185fd70|game         |-      -
 0.07%  | 1          |[.] 0x000000006185fef0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061869b70|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a7027|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a7041|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a7354|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a75e7|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a778f|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a7956|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a79cb|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a81a0|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a8250|game         |-      -
 0.07%  | 1          |[.] 0x00000000618a8292|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aa381|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aa427|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aa510|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aaa80|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aaeb7|game         |-      -
 0.07%  | 1          |[.] 0x00000000618aafff|game         |-      -
 0.07%  | 1          |[.] 0x00000000618ab086|game         |-      -
 0.07%  | 1          |[.] 0x00000000618ab23f|game         |-      -
 0.07%  | 1          |[.] 0x00000000618af4b4|game         |-      -
 0.07%  | 1          |[.] 0x00000000618b0922|game         |-      -
 0.07%  | 1          |[.] 0x00000000618c0065|game         |-      -
 0.07%  | 1          |[.] 0x00000000618d0109|game         |-      -
 0.07%  | 1          |[.] 0x00000000618d1f93|game         |-      -
 0.07%  | 1          |[.] 0x00000000618dce34|game         |-      -
 0.07%  | 1          |[.] 0x00000000618dd406|game         |-      -
 0.07%  | 1          |[.] 0x00000000618fe380|game         |-      -
 0.07%  | 1          |[.] 0x00000000618feb8d|game         |-      -
 0.07%  | 1          |[.] 0x00000000618ff09f|game         |-      -
 0.07%  | 1          |[.] 0x00000000618ffb13|game         |-      -
 0.07%  | 1          |[.] 0x00000000618ffd6e|game         |-      -
 0.07%  | 1          |[.] 0x0000000061901055|game         |-      -
 0.07%  | 1          |[.] 0x0000000061903443|game         |-      -
 0.07%  | 1          |[.] 0x000000006190447a|game         |-      -
 0.07%  | 1          |[.] 0x0000000061904674|game         |-      -
 0.07%  | 1          |[.] 0x0000000061905ab5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061905dd4|game         |-      -
 0.07%  | 1          |[.] 0x0000000061905e07|game         |-      -
 0.07%  | 1          |[.] 0x00000000619067c4|game         |-      -
 0.07%  | 1          |[.] 0x0000000061907215|game         |-      -
 0.07%  | 1          |[.] 0x0000000061909372|game         |-      -
 0.07%  | 1          |[.] 0x000000006190b710|game         |-      -
 0.07%  | 1          |[.] 0x000000006190ca8e|game         |-      -
 0.07%  | 1          |[.] 0x000000006190da20|game         |-      -
 0.07%  | 1          |[.] 0x000000006190dad9|game         |-      -
 0.07%  | 1          |[.] 0x000000006191832f|game         |-      -
 0.07%  | 1          |[.] 0x0000000061919fb6|game         |-      -
 0.07%  | 1          |[.] 0x000000006191a150|game         |-      -
 0.07%  | 1          |[.] 0x0000000061934560|game         |-      -
 0.07%  | 1          |[.] 0x0000000061934851|game         |-      -
 0.07%  | 1          |[.] 0x0000000061934880|game         |-      -
 0.07%  | 1          |[.] 0x0000000061934a29|game         |-      -
 0.07%  | 1          |[.] 0x0000000061934eec|game         |-      -
 0.07%  | 1          |[.] 0x00000000619351c1|game         |-      -
 0.07%  | 1          |[.] 0x0000000061935607|game         |-      -
 0.07%  | 1          |[.] 0x0000000061935733|game         |-      -
 0.07%  | 1          |[.] 0x0000000061935aab|game         |-      -
 0.07%  | 1          |[.] 0x0000000061935f62|game         |-      -
 0.07%  | 1          |[.] 0x00000000619375af|game         |-      -
 0.07%  | 1          |[.] 0x0000000061939cdc|game         |-      -
 0.07%  | 1          |[.] 0x000000006193b0be|game         |-      -
 0.07%  | 1          |[.] 0x000000006193b240|game         |-      -
 0.07%  | 1          |[.] 0x000000006193baf0|game         |-      -
 0.07%  | 1          |[.] 0x000000006193bb5d|game         |-      -
 0.07%  | 1          |[.] 0x000000006193cbbd|game         |-      -
 0.07%  | 1          |[.] 0x000000006193d490|game         |-      -
 0.07%  | 1          |[.] 0x000000006193d636|game         |-      -
 0.07%  | 1          |[.] 0x000000006193db90|game         |-      -
 0.07%  | 1          |[.] 0x000000006193e122|game         |-      -
 0.07%  | 1          |[.] 0x000000006193e211|game         |-      -
 0.07%  | 1          |[.] 0x000000006193e621|game         |-      -
 0.07%  | 1          |[.] 0x0000000061953ab5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061957fba|game         |-      -
 0.07%  | 1          |[.] 0x0000000061968b40|game         |-      -
 0.07%  | 1          |[.] 0x0000000061968f2d|game         |-      -
 0.07%  | 1          |[.] 0x00000000619690a0|game         |-      -
 0.07%  | 1          |[.] 0x00000000619695ab|game         |-      -
 0.07%  | 1          |[.] 0x000000006196a565|game         |-      -
 0.07%  | 1          |[.] 0x000000006196a896|game         |-      -
 0.07%  | 1          |[.] 0x000000006196accb|game         |-      -
 0.07%  | 1          |[.] 0x000000006196afd8|game         |-      -
 0.07%  | 1          |[.] 0x000000006196c550|game         |-      -
 0.07%  | 1          |[.] 0x000000006196c5a1|game         |-      -
 0.07%  | 1          |[.] 0x000000006196dacd|game         |-      -
 0.07%  | 1          |[.] 0x000000006196dced|game         |-      -
 0.07%  | 1          |[.] 0x000000006196e771|game         |-      -
 0.07%  | 1          |[.] 0x0000000061971053|game         |-      -
 0.07%  | 1          |[.] 0x00000000619741ea|game         |-      -
 0.07%  | 1          |[.] 0x0000000061974692|game         |-      -
 0.07%  | 1          |[.] 0x0000000061974968|game         |-      -
 0.07%  | 1          |[.] 0x00000000619749dc|game         |-      -
 0.07%  | 1          |[.] 0x0000000061975ffc|game         |-      -
 0.07%  | 1          |[.] 0x000000006197626e|game         |-      -
 0.07%  | 1          |[.] 0x0000000061976359|game         |-      -
 0.07%  | 1          |[.] 0x000000006197904f|game         |-      -
 0.07%  | 1          |[.] 0x000000006197929b|game         |-      -
 0.07%  | 1          |[.] 0x0000000061979f31|game         |-      -
 0.07%  | 1          |[.] 0x000000006197a77c|game         |-      -
 0.07%  | 1          |[.] 0x000000006197df72|game         |-      -
 0.07%  | 1          |[.] 0x000000006197e0e8|game         |-      -
 0.07%  | 1          |[.] 0x000000006197e154|game         |-      -
 0.07%  | 1          |[.] 0x000000006197e1f8|game         |-      -
 0.07%  | 1          |[.] 0x000000006197e7c1|game         |-      -
 0.07%  | 1          |[.] 0x000000006197effd|game         |-      -
 0.07%  | 1          |[.] 0x000000006197f0ae|game         |-      -
 0.07%  | 1          |[.] 0x000000006197fbf9|game         |-      -
 0.07%  | 1          |[.] 0x000000006197ff06|game         |-      -
 0.07%  | 1          |[.] 0x000000006197ff1d|game         |-      -
 0.07%  | 1          |[.] 0x0000000061980450|game         |-      -
 0.07%  | 1          |[.] 0x000000006198049c|game         |-      -
 0.07%  | 1          |[.] 0x00000000619808a2|game         |-      -
 0.07%  | 1          |[.] 0x00000000619808ec|game         |-      -
 0.07%  | 1          |[.] 0x0000000061980988|game         |-      -
 0.07%  | 1          |[.] 0x0000000061980af0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061981500|game         |-      -
 0.07%  | 1          |[.] 0x00000000619820c0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061982130|game         |-      -
 0.07%  | 1          |[.] 0x0000000061982fcc|game         |-      -
 0.07%  | 1          |[.] 0x000000006198490f|game         |-      -
 0.07%  | 1          |[.] 0x000000006198ba95|game         |-      -
 0.07%  | 1          |[.] 0x000000006198ff5d|game         |-      -
 0.07%  | 1          |[.] 0x000000006199194e|game         |-      -
 0.07%  | 1          |[.] 0x0000000061993736|game         |-      -
 0.07%  | 1          |[.] 0x000000006199390f|game         |-      -
 0.07%  | 1          |[.] 0x0000000061993947|game         |-      -
 0.07%  | 1          |[.] 0x00000000619957df|game         |-      -
 0.07%  | 1          |[.] 0x000000006199eadf|game         |-      -
 0.07%  | 1          |[.] 0x000000006199fb26|game         |-      -
 0.07%  | 1          |[.] 0x00000000619a00d8|game         |-      -
 0.07%  | 1          |[.] 0x00000000619a39aa|game         |-      -
 0.07%  | 1          |[.] 0x00000000619aa42b|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b3b14|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b421b|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b4689|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b5988|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b5bca|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b7d04|game         |-      -
 0.07%  | 1          |[.] 0x00000000619b94b5|game         |-      -
 0.07%  | 1          |[.] 0x00000000619bd689|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c4fa4|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c50e0|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c5530|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c5690|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c5c64|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c5e52|game         |-      -
 0.07%  | 1          |[.] 0x00000000619c611a|game         |-      -
 0.07%  | 1          |[.] 0x00000000619db2ce|game         |-      -
 0.07%  | 1          |[.] 0x00000000619db2da|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dc9b3|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dce30|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dcf88|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dcfbe|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dd190|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dd270|game         |-      -
 0.07%  | 1          |[.] 0x00000000619dd2b5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a016d0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0170d|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a01751|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a01765|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a01a60|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a01aa5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0257b|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a02584|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a025a0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0272f|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a027f0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a02811|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a04530|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0454c|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0677a|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0acf9|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a0aeca|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a32e71|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a34799|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a36f4e|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a48ff4|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a498a2|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a52b20|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a555b5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061a9fd0d|game         |-      -
 0.07%  | 1          |[.] 0x0000000061aa62c0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac721a|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac7a60|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac7fd0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac8002|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac80b9|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ac812e|game         |-      -
 0.07%  | 1          |[.] 0x0000000061acd137|game         |-      -
 0.07%  | 1          |[.] 0x0000000061addbb0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061addc27|game         |-      -
 0.07%  | 1          |[.] 0x0000000061adf3d9|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae116d|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae14a0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae1900|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae1d25|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae1f60|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae2c60|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae3b96|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae3c0a|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae3c7d|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae49f7|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae4b66|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae5157|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae5177|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae562b|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae5ab0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae60a0|game         |-      -
 0.07%  | 1          |[.] 0x0000000061ae6320|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b0de48|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b399d5|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b39a01|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b39a93|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b3d000|game         |-      -
 0.07%  | 1          |[.] 0x0000000061b3d020|game         |-      -
 0.07%  | 1          |[.] 0x00000000000ab27a|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x00000000000ab28e|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x00000000000ab297|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x00000000000ab2e8|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x00000000000ab37d|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x00000000000ab8fe|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x0000000000188642|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x0000000000188685|libc.so.6    |-      -
 0.07%  | 1          |[.] 0x000000000018869b|libc.so.6    |-      -


#
# (Cannot load tips.txt file, please install perf!)
#
